,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137
2014-10-06,,,,,302.96,33.21,29.87,32.24,35.02,,,,,,,53.48,544.26,16.95,108.03,375.95,265.17,21.36,,263.4,33.42,,,15.78,143.26,20.28,298.11,357.6,,,,87.93,,,205.14,,,1257.05,,,35.36,134.03,,,571283.56,336269.04,,20.51,209.08,52.27,83.32,71.83,345.47,,,42.36,57.76,25.14,27.64,21.93,19.77,,,,,63.2,1466.74,28.98,,,,110.7,20.96,,,,,,,,,,62.64,115.33,,17.35,27.65,17.55,16.25,,,,,,,,,31.41,,,47.11,102.22,,36.72,,271.25,47.46,,,,150.93,11.36,,283.69,1.14,,354.01,234.96,,16179.89,,286.3,,,36.99,,35.96,471.08,,,,,67.13,47.08
2014-10-13,,,,,303.52,33.33,30.01,32.37,35.13,,,,,,,53.56,544.45,16.95,108.03,375.95,265.17,21.36,,263.84,33.44,,,15.75,143.77,20.71,299.86,358.99,,,,88.27,,,205.71,,,1258.6,,,35.43,134.4,,,571464.82,336343.61,,20.98,209.7,52.27,83.39,71.96,346.39,,,42.53,58.01,25.09,27.65,21.94,19.78,,,,,70.07,1468.7,29.16,,,,110.92,20.97,,,,,,,,,,66.23,115.5,,17.35,27.65,17.55,16.25,,,,,,,,,31.34,,,47.16,102.52,,36.45,,271.87,47.57,,,,151.49,11.37,,284.9,1.14,,355.86,235.77,,16199.15,,286.3,,,37.01,,35.97,472.06,,,,,66.94,47.15
2014-10-20,,,,,302.64,33.41,30.1,32.45,35.19,,,,,,,53.6,544.5,16.95,108.03,375.89,265.0,21.36,,264.29,33.47,,,15.68,144.5,21.27,301.06,360.61,,,,88.93,,,206.8,,,1260.17,,,35.46,134.75,,,572356.77,336560.3,,21.42,209.98,52.32,83.52,71.92,347.81,,,42.67,58.22,25.2,27.66,21.99,19.8,,,,,78.65,1470.91,29.17,,,,111.28,21.08,,,,,,,,,,74.71,115.66,,17.35,27.65,17.55,16.25,,,,,,,,,31.32,,,47.2,103.04,,36.24,,272.42,47.76,,,,152.0,11.4,,286.54,1.14,,358.59,236.83,,16176.14,,286.3,,,37.05,,36.02,473.21,,,,,67.06,47.3
2014-10-27,,,,,302.42,33.49,30.15,32.53,35.27,,,,,,,53.61,544.7,16.95,108.02,375.88,265.0,21.36,,264.63,33.57,,,15.82,144.96,21.77,302.11,361.83,,,,89.27,,,207.74,,,1261.73,,,35.48,135.09,,,572772.34,336835.68,,21.84,210.23,52.36,83.52,72.04,348.74,,,42.79,58.37,25.33,27.65,22.04,19.82,,,,,84.23,1472.57,29.18,,,,111.45,21.15,,,,,,,,,,84.99,115.67,,17.35,27.65,17.55,16.25,,,,,,,,,31.31,,,47.2,103.15,,36.22,,272.49,47.86,,,,152.3,11.4,,287.34,1.14,,360.69,237.51,,16200.29,,286.3,,,37.09,,36.08,473.79,,,,,67.09,47.43
2014-11-05,,,,,302.87,33.53,30.21,32.57,35.32,,,,,,,53.65,545.03,17.01,109.63,375.93,265.2,21.41,,264.66,33.68,,,16.67,145.53,22.5,302.87,362.92,,,,89.62,,,209.05,,,1262.82,,,36.64,135.29,,,572920.13,336849.78,,22.53,210.41,52.39,83.61,72.25,349.76,,,42.89,58.4,25.96,27.69,22.05,19.83,,,,,87.6,1487.67,29.18,,,,111.64,21.72,,,,,,,,,,93.77,115.76,,17.39,27.65,17.56,16.31,,,,,,,,,31.31,,,47.3,103.52,,36.77,,270.89,47.95,,,,152.52,11.41,,287.82,1.14,,362.87,238.23,,16221.89,,287.65,,,37.12,,36.09,475.07,,,,,67.49,47.73
2014-11-10,,,,,302.63,33.56,30.21,32.59,35.37,,,,,,,53.78,544.9,17.01,109.63,375.94,265.28,21.41,,265.0,33.85,,,17.5,146.12,22.99,303.68,364.03,,,,90.08,,,209.86,,,1263.13,,,39.5,135.36,,,573950.78,336982.46,,22.98,210.52,52.5,83.77,72.49,350.23,,,42.99,58.45,26.41,27.71,22.06,19.84,,,,,88.32,1488.94,29.63,,,,111.87,21.73,,,,,,,,,,98.16,115.83,,17.39,27.65,17.56,16.31,,,,,,,,,31.32,,,47.54,104.0,,37.4,,269.02,48.04,,,,152.79,11.41,,288.8,1.15,,365.01,239.15,,16233.07,,287.65,,,37.19,,36.13,476.98,,,,,67.81,48.24
2014-11-17,,,,,302.72,33.63,30.26,32.67,35.43,,,,,,,53.93,544.73,17.01,109.65,375.45,265.11,21.41,,265.14,34.08,,,18.54,146.75,23.49,304.57,365.15,,,,90.81,,,211.16,,,1264.14,,,45.87,135.47,,,574059.95,337198.18,,23.49,210.71,52.74,83.98,72.77,350.99,,,43.08,58.56,26.86,27.83,22.08,19.87,,,,,90.9,1489.09,29.63,,,,112.01,21.74,,,,,,,,,,101.31,115.91,,17.39,27.65,17.56,16.31,,,,,,,,,31.33,,,48.04,104.68,,38.38,,267.61,48.13,,,,153.06,11.43,,289.4,1.15,,368.01,239.92,,16260.46,,287.65,,,37.27,,36.2,479.36,,,,,68.57,49.26
2014-11-24,,,,,302.94,33.65,30.3,32.68,35.47,,,,,,,54.25,545.11,17.01,109.65,375.45,265.13,21.42,,265.48,34.17,,,19.32,147.46,23.96,305.42,366.4,,,,91.58,,,212.38,,,1265.15,,,53.36,135.6,,,574893.8,337629.83,,23.92,211.48,53.0,84.29,73.44,352.06,,,43.18,58.67,27.4,27.99,22.11,19.94,,,,,97.12,1489.33,29.69,,,,112.3,21.77,,,,,,,,,,104.74,116.07,,17.39,27.65,17.56,16.31,,,,,,,,,31.47,,,48.83,105.73,,39.28,,267.4,48.19,,,,153.53,11.43,,290.09,1.15,,371.15,240.69,,16332.72,,287.65,,,37.37,,36.27,481.89,,,,,69.77,51.02
2014-12-01,,,,,303.58,33.67,30.31,32.7,35.48,,,,,,,54.53,545.72,17.01,109.64,375.43,265.13,21.42,,266.29,34.26,,,20.16,147.89,24.5,306.1,367.03,,,,92.0,,,212.89,,,1265.6,,,58.88,135.61,,,575406.88,337734.71,,24.36,212.13,53.34,84.71,74.19,352.78,,,43.22,58.75,28.05,28.2,22.12,20.0,,,,,105.05,1489.27,29.69,,,,112.6,21.77,,,,,,,,,,107.9,116.16,,17.46,27.65,17.66,16.49,,,,,,,,,31.66,,,49.46,106.7,,39.7,,268.15,48.3,,,,153.95,11.46,,290.6,1.15,,374.74,241.36,,16375.86,,287.65,,,37.43,,36.37,484.48,,,,,70.87,53.23
2014-12-08,,,,,304.0,33.67,30.31,32.7,35.48,,,,,,,54.86,546.04,17.02,109.68,375.54,265.14,21.42,,267.08,34.37,,,21.4,148.58,25.1,306.79,367.78,,,,92.65,,,213.86,,,1265.42,,,62.25,135.51,,,576870.84,337920.71,,24.79,212.59,53.8,85.24,75.3,353.57,,,43.39,59.0,28.85,28.52,22.19,20.07,,,,,111.56,1490.43,29.71,,,,113.06,21.78,,,,,,,,,,112.55,116.19,,17.47,27.65,17.67,16.5,,,,,,,,,31.86,,,50.3,107.65,,40.37,,269.1,48.4,,,,154.75,11.47,,291.63,1.15,,378.86,242.82,,16466.96,,287.65,,,37.7,,36.57,487.24,,,,,71.81,55.61
2014-12-15,,,,,304.94,33.53,30.31,32.56,35.33,,,,,,,55.34,546.13,17.02,109.68,375.54,265.14,21.42,,268.65,34.38,,,23.07,149.15,25.72,307.67,369.15,,,,93.19,,,214.55,,,1266.45,,,64.86,135.53,,,578089.34,338348.85,,25.5,213.06,54.38,86.19,76.73,354.86,,,43.56,59.29,29.86,28.89,22.27,20.14,,,,,116.66,1490.43,29.71,,,,113.47,21.81,,,,,,,,,,118.0,116.43,,17.49,27.65,17.67,16.55,,,,,,,,,32.06,,,51.24,108.93,,41.63,,270.78,48.52,,,,155.35,11.5,,292.31,1.15,,383.18,244.28,,16651.37,,287.65,,,37.87,,36.72,490.73,,,,,73.35,57.12
2014-12-22,,,,,306.59,33.36,30.3,32.38,35.17,,,,,,,55.99,546.9,17.02,109.73,375.64,265.14,21.42,,272.58,34.37,,,25.61,150.22,26.7,309.24,371.23,,,,94.37,,,215.87,,,1270.17,,,67.04,136.09,,,600726.81,363067.39,,26.48,214.25,55.19,87.77,78.17,357.17,,,43.83,59.64,31.17,29.41,22.42,20.31,,,,,125.29,1490.9,29.72,,,,114.22,21.83,,,,,,,,,,127.25,117.21,,17.49,27.65,17.67,16.55,,,,,,,,,32.45,,,53.04,111.09,,44.76,,272.87,48.71,,,,156.05,11.54,,293.9,1.15,,388.76,246.04,,18706.05,,287.65,,,38.16,,36.94,497.26,,,,,76.71,58.85
2014-12-29,,,,,309.25,33.24,30.29,32.26,35.04,,,,,,,56.98,548.16,17.02,109.82,375.73,265.14,21.42,,277.43,34.37,,,28.72,151.02,28.01,311.52,373.83,,,,95.63,,,216.66,,,1272.13,,,68.13,137.39,,,617045.4,373003.82,,27.77,215.53,56.22,89.18,79.8,360.43,,,43.95,59.85,32.71,29.95,22.55,20.42,,,,,137.92,1490.9,29.72,,,,114.91,21.9,,,,,,,,,,138.29,117.98,,17.5,27.65,17.67,16.55,,,,,,,,,33.01,,,55.09,113.28,,48.57,,274.93,48.87,,,,156.79,11.62,,295.74,1.15,,395.54,247.31,,19767.4,,287.65,,,38.39,,37.27,506.8,,,,,80.79,60.79
2015-01-12,,,,,311.44,33.31,30.16,32.34,35.12,,,,,,,57.84,549.65,16.98,109.76,376.05,264.34,21.38,,282.66,34.43,,,32.7,153.06,29.73,313.96,375.79,,,,97.59,,,220.24,,,1284.87,,,69.8,138.6,,,618066.5,376472.66,,30.37,218.78,57.13,90.58,81.37,365.22,,,44.22,60.25,35.22,30.46,22.66,20.66,,,,,163.29,1490.76,29.76,,,,116.31,22.18,,,,,,,,,,150.09,118.86,,18.02,28.4,18.18,16.97,,,,,,,,,33.68,,,57.34,115.31,,52.28,,276.83,49.35,,,,158.72,11.67,,297.65,1.15,,405.17,249.56,,20723.38,,287.51,,,38.89,,37.74,525.35,,,,,84.09,62.27
2015-01-19,,,,,313.84,33.3,30.16,32.32,35.11,,,,,,,58.65,550.66,16.98,109.76,375.52,263.82,21.38,,286.07,34.48,,,35.8,154.67,31.03,316.15,378.4,,,,98.57,,,222.78,,,1290.39,,,70.43,139.19,,,627923.41,392090.22,,32.19,220.8,57.74,92.44,82.75,369.73,,,44.51,60.55,37.5,30.78,22.8,20.82,,,,,174.72,1490.65,29.76,,,,117.54,22.26,,,,,,,,,,162.5,119.84,,18.02,28.4,18.18,16.97,,,,,,,,,34.2,,,58.92,117.14,,54.15,,277.82,49.55,,,,159.56,11.78,,299.22,1.15,,410.68,251.07,,20749.45,,287.51,,,39.29,,38.14,535.77,,,,,86.4,62.92
2015-01-26,,,,,315.15,33.25,30.18,32.26,35.08,,,,,,,59.7,552.04,16.98,109.64,377.79,265.05,21.38,,290.38,34.44,,,38.01,157.17,32.01,318.41,381.23,,,,99.94,,,226.1,,,1296.62,,,70.73,139.7,,,635446.63,396037.99,,33.9,222.45,58.6,94.25,84.49,372.61,,,44.73,60.77,39.52,31.12,22.98,20.98,,,,,176.69,1489.65,29.7,,,,118.75,22.36,,,,,,,,,,178.36,120.86,,18.03,28.4,18.18,16.97,,,,,,,,,34.65,,,60.37,120.0,,55.28,,278.37,49.76,,,,160.44,11.89,,301.1,1.16,,415.88,252.49,,20956.32,,287.51,,,39.62,,38.49,547.07,,,,,88.92,63.18
2015-02-02,,,,,325.61,33.17,30.7,32.21,35.05,,,,,,,56.91,546.61,17.02,110.92,371.93,265.85,21.37,,293.24,34.31,,,38.41,159.87,32.18,318.39,384.45,,,,100.71,,,227.78,,,1316.45,,,70.55,140.02,,,645565.91,384353.9,,35.17,221.92,58.99,97.38,85.7,375.59,,,45.07,61.02,40.08,31.11,23.09,21.09,,,,,177.67,1504.8,30.87,,,,119.6,22.79,,,,,,,,,,188.87,121.13,,18.64,30.9,18.47,17.25,,,,,,,,,35.35,,,61.8,122.85,,55.48,,278.02,49.85,,,,161.01,11.59,,300.6,1.16,,421.1,254.84,,21223.91,,286.51,,,39.1,,38.71,554.48,,,,,89.72,63.35
2015-02-09,,,,,327.03,33.11,30.69,32.14,35.02,,,,,,,57.87,544.49,17.02,110.92,372.18,266.2,21.37,,295.54,34.19,,,39.06,162.4,32.63,320.5,388.15,,,,101.9,,,230.56,,,1316.24,,,70.79,140.17,,,653445.5,384257.12,,36.27,222.87,59.91,99.19,87.0,378.93,,,45.47,61.65,41.32,31.4,23.32,21.25,,,,,181.62,1504.83,30.87,,,,121.0,22.8,,,,,,,,,,188.68,121.83,,18.64,30.9,18.47,17.25,,,,,,,,,35.79,,,63.22,125.15,,55.76,,277.04,50.08,,,,162.36,11.67,,303.15,1.16,,424.91,257.67,,21195.74,,286.51,,,39.39,,39.05,564.43,,,,,90.79,63.59
2015-02-16,,,,,327.98,33.09,30.7,32.12,35.0,,,,,,,58.5,543.77,17.03,110.92,372.17,266.3,21.37,,297.58,34.16,,,39.62,164.36,32.91,322.05,390.21,,,,103.16,,,233.16,,,1322.11,,,70.73,140.09,,,656007.6,384914.96,,37.37,223.97,60.61,100.56,87.94,381.57,,,45.67,61.95,42.17,31.75,23.62,21.38,,,,,184.07,1504.83,30.87,,,,122.18,22.81,,,,,,,,,,183.06,122.13,,18.66,30.9,18.47,17.26,,,,,,,,,36.17,,,64.33,127.33,,55.84,,276.34,50.32,,,,163.2,11.77,,304.73,1.16,,428.53,259.68,,21246.51,,286.51,,,39.6,,39.3,572.94,,,,,91.18,63.52
2015-02-24,,,,,329.3,33.06,30.71,32.08,34.97,,,,,,,59.19,543.46,17.03,110.85,374.44,267.27,21.37,,300.53,34.13,,,39.84,166.43,33.12,323.73,392.8,,,,104.52,,,235.67,,,1329.81,,,70.68,139.83,,,673123.18,386529.18,,38.01,227.18,61.42,101.98,89.1,384.77,,,45.92,62.31,42.74,32.0,23.96,21.66,,,,,183.34,1504.47,30.74,,,,123.46,23.02,,,,,,,,,,171.87,122.8,,18.66,30.9,18.47,17.26,,,,,,,,,36.59,,,65.44,129.91,,55.78,,276.29,50.57,,,,164.0,11.87,,306.67,1.16,,430.91,261.28,,21276.64,,286.51,,,39.8,,39.51,585.01,,,,,91.93,63.45
2015-03-02,,,,,330.38,33.04,30.7,32.06,34.96,,,,,,,59.74,543.89,17.02,110.86,374.56,267.23,21.36,,301.42,34.13,,,40.08,167.48,33.14,325.73,394.22,,,,105.28,,,236.89,,,1334.78,,,70.78,139.67,,,675023.02,386737.07,,38.08,227.8,61.91,102.85,89.84,385.81,,,46.01,62.55,42.91,32.16,24.1,21.81,,,,,181.94,1504.47,30.75,,,,124.27,23.04,,,,,,,,,,164.97,123.35,,18.74,30.99,18.54,17.38,,,,,,,,,36.96,,,66.29,131.52,,55.65,,276.08,50.77,,,,164.56,11.91,,308.01,1.16,,432.69,262.43,,21262.44,,286.51,,,39.92,,39.6,591.73,,,,,92.2,63.48
2015-03-10,,,,,331.27,33.06,30.79,32.08,34.98,,,,,,,60.12,544.21,17.02,110.86,375.08,267.73,21.36,,303.56,34.11,,,40.21,168.68,33.28,327.4,395.97,,,,106.15,,,238.42,,,1340.01,,,70.73,139.33,,,674752.15,394145.42,,38.16,228.38,62.32,103.6,90.57,387.32,,,46.16,62.66,43.25,32.31,24.22,21.98,,,,,184.47,1504.38,30.74,,,,125.13,23.04,,,,,,,,,,165.35,124.02,,18.75,30.99,18.54,17.4,,,,,,,,,37.22,,,66.78,133.04,,55.31,,275.88,50.95,,,,165.15,11.98,,308.97,1.16,,433.24,263.16,,21248.6,,286.51,,,40.06,,39.77,596.43,,,,,92.12,63.34
2015-03-16,,,,,333.04,33.07,30.79,32.09,34.99,,,,,,,60.31,544.91,17.02,110.86,375.08,267.73,21.36,,304.71,34.14,,,40.53,169.41,33.34,328.4,396.86,,,,106.93,,,240.04,,,1349.59,,,70.59,139.43,,,675021.83,395473.6,,38.05,229.35,62.72,104.19,91.04,387.85,,,46.27,62.82,43.49,32.45,24.39,22.12,,,,,185.33,1504.38,30.74,,,,125.88,23.04,,,,,,,,,,164.15,125.13,,18.75,30.99,18.54,17.4,,,,,,,,,37.35,,,67.01,134.08,,54.81,,275.38,51.15,,,,165.51,12.05,,310.01,1.16,,434.7,263.62,,21204.72,,286.51,,,40.16,,39.85,601.39,,,,,92.11,63.19
2015-03-23,,,,,333.92,33.08,30.79,32.1,34.99,,,,,,,60.67,545.91,17.03,110.86,375.29,267.91,21.36,,306.33,34.16,,,40.37,170.62,33.34,329.43,398.14,,,,108.01,,,241.56,,,1365.91,,,70.55,138.93,,,674992.84,397691.84,,37.82,231.19,62.99,104.92,91.89,388.42,,,46.31,62.87,43.8,32.55,24.69,22.3,,,,,180.06,1504.38,30.74,,,,126.59,23.08,,,,,,,,,,160.21,126.98,,18.75,30.99,18.54,17.4,,,,,,,,,37.45,,,67.34,134.98,,54.18,,274.77,51.41,,,,165.7,12.09,,311.58,1.16,,434.3,264.33,,21069.12,,286.51,,,40.2,,39.95,607.91,,,,,91.58,63.07
2015-03-30,,,,,333.72,33.09,30.8,32.12,35.0,,,,,,,60.9,545.72,17.03,110.86,375.33,267.91,21.36,,306.67,34.22,,,40.3,171.48,33.2,330.53,399.3,,,,108.73,,,243.15,,,1386.12,,,70.51,138.56,,,676227.63,399829.88,,37.47,232.81,63.29,105.55,92.37,389.06,,,46.35,62.95,43.72,32.62,24.96,22.43,,,,,169.74,1504.41,30.74,,,,127.11,23.1,,,,,,,,,,154.81,128.37,,18.75,30.99,18.54,17.4,,,,,,,,,37.38,,,67.42,135.63,,53.77,,274.96,51.62,,,,166.11,12.13,,312.35,1.16,,434.03,264.8,,21042.33,,286.48,,,40.24,,40.01,611.63,,,,,91.08,63.05
2015-04-06,,,,,335.06,33.11,30.8,32.14,35.01,,,,,,,61.03,546.03,17.03,110.86,375.83,268.16,21.36,,307.13,34.29,,,40.41,172.08,32.94,330.75,400.28,,,,109.18,,,244.56,,,1392.21,,,70.24,138.0,,,675407.43,400193.53,,37.36,233.5,63.42,105.79,92.74,388.98,,,46.39,63.0,43.89,32.6,25.12,22.51,,,,,156.34,1504.41,30.74,,,,127.53,23.18,,,,,,,,,,151.38,129.48,,18.8,30.99,18.54,17.4,,,,,,,,,37.25,,,67.4,136.06,,53.42,,275.52,51.85,,,,166.42,12.16,,313.33,1.17,,433.19,264.88,,20989.17,,286.48,,,40.28,,40.16,616.36,,,,,90.69,63.08
2015-04-13,,,,,337.41,33.13,30.81,32.15,35.05,,,,,,,61.14,546.02,17.03,110.86,375.83,268.16,21.36,,307.37,34.34,,,40.96,172.71,32.86,331.57,401.69,,,,109.78,,,245.24,,,1395.92,,,69.89,137.73,,,674890.79,400104.75,,37.37,233.89,63.63,106.36,93.09,389.07,,,46.38,63.06,44.06,32.62,25.28,22.63,,,,,152.56,1504.41,30.74,,,,127.78,23.19,,,,,,,,,,155.13,130.61,,18.81,30.99,18.54,17.4,,,,,,,,,37.24,,,67.62,137.04,,52.94,,276.15,52.04,,,,166.52,12.2,,314.49,1.17,,430.91,265.35,,20966.95,,286.48,,,40.34,,40.23,621.03,,,,,90.02,63.09
2015-04-20,,,,,338.54,33.14,30.83,32.16,35.06,,,,,,,61.33,546.41,17.03,110.86,375.83,268.16,21.36,,307.43,34.37,,,41.97,173.26,32.71,332.72,402.73,,,,110.31,,,246.38,,,1415.6,,,69.46,137.27,,,676332.83,400829.64,,37.93,236.19,63.79,106.79,93.27,388.53,,,46.42,63.08,44.82,32.68,25.52,22.77,,,,,148.17,1504.41,30.74,,,,128.32,23.2,,,,,,,,,,157.91,132.06,,18.91,30.99,18.54,17.4,,,,,,,,,37.21,,,67.51,137.27,,52.62,,277.01,52.21,,,,166.69,12.23,,315.21,1.17,,428.32,265.74,,20976.55,,286.48,,,40.35,,40.28,625.89,,,,,89.72,62.57
2015-04-27,,,,,339.04,33.15,30.83,32.17,35.07,,,,,,,61.49,546.51,17.03,110.9,375.93,268.19,21.37,,308.09,34.37,,,43.0,173.89,32.88,333.18,403.21,,,,110.68,,,247.43,,,1423.59,,,69.25,137.37,,,675268.32,401647.32,,39.22,236.73,63.81,107.15,93.51,388.57,,,46.42,63.13,45.71,32.73,25.62,22.85,,,,,141.57,1504.28,30.73,,,,128.74,23.22,,,,,,,,,,157.09,133.14,,18.92,30.99,18.54,17.4,,,,,,,,,37.15,,,67.44,137.33,,52.51,,277.29,52.38,,,,166.73,12.26,,315.47,1.17,,426.87,265.89,,20883.99,,286.48,,,40.4,,40.32,630.51,,,,,89.62,61.86
2015-05-05,,,,,340.38,33.16,30.85,32.18,35.07,,,,,,,61.54,546.46,17.03,110.9,375.93,268.19,21.37,,308.15,34.36,,,44.62,174.51,32.9,333.83,403.96,,,,110.87,,,248.19,,,1424.95,,,69.04,136.85,,,675493.19,401641.21,,40.23,237.04,63.83,107.63,93.5,388.85,,,46.4,63.02,47.11,32.71,25.69,22.91,,,,,136.39,1504.28,30.73,,,,129.06,23.22,,,,,,,,,,152.19,134.21,,18.93,30.99,18.54,17.41,,,,,,,,,37.05,,,67.14,136.82,,52.17,,277.79,52.63,,,,166.97,12.28,,316.02,1.17,,424.42,265.66,,20849.44,,286.48,,,40.45,,40.36,632.23,,,,,89.85,60.37
2015-05-12,,,,,341.2,33.15,30.85,32.17,35.07,,,,,,,61.62,546.79,17.03,110.9,376.07,268.29,21.37,,308.53,34.36,,,45.93,175.75,33.11,333.81,404.47,,,,111.04,,,249.62,,,1426.15,,,68.72,136.42,,,674312.29,401839.55,,40.8,237.48,63.96,107.86,93.49,388.8,,,46.42,63.0,48.17,32.69,25.83,22.95,,,,,132.9,1504.28,30.73,,,,129.42,23.22,,,,,,,,,,148.95,134.95,,18.93,30.99,18.54,17.41,,,,,,,,,36.89,,,66.79,136.32,,51.95,,278.18,52.87,,,,167.43,12.31,,316.35,1.18,,421.83,265.6,,20795.75,,286.48,,,40.48,,40.41,634.11,,,,,90.59,58.42
2015-05-18,,,,,340.41,33.15,30.84,32.17,35.06,,,,,,,61.68,547.01,17.03,110.9,376.32,268.47,21.37,,309.17,34.35,,,46.96,176.72,33.46,334.06,404.33,,,,111.22,,,251.21,,,1431.16,,,68.56,136.21,,,674092.73,401813.05,,41.5,238.01,64.02,108.11,93.33,388.64,,,46.3,62.91,49.34,32.67,25.93,23.02,,,,,128.89,1504.28,30.69,,,,129.62,23.22,,,,,,,,,,143.04,135.55,,18.94,30.99,18.57,17.43,,,,,,,,,36.75,,,66.47,136.05,,51.81,,278.34,53.14,,,,167.68,12.35,,316.75,1.18,,418.62,265.52,,20757.66,,286.48,,,40.58,,40.47,634.68,,,,,91.86,56.19
2015-05-25,,,,,340.41,33.15,30.85,32.18,35.06,,,,,,,61.75,547.42,17.03,110.9,377.01,269.36,21.37,,309.34,34.36,,,46.64,177.78,34.04,334.69,405.27,,,,111.78,,,252.73,,,1446.28,,,68.15,135.9,,,673269.84,402332.2,,41.34,239.76,64.1,108.51,93.37,388.3,,,46.22,62.77,50.49,32.57,26.08,23.13,,,,,121.99,1504.38,30.71,,,,130.22,23.24,,,,,,,,,,135.72,136.16,,18.95,30.99,18.58,17.43,,,,,,,,,36.56,,,66.07,136.18,,51.44,,278.4,53.49,,,,167.82,12.37,,316.93,1.18,,415.38,265.31,,20719.6,,286.48,,,40.63,,40.52,637.05,,,,,93.03,54.46
2015-06-01,,,,,340.38,33.16,30.84,32.19,35.07,,,,,,,61.82,547.67,17.03,110.9,377.18,269.55,21.37,,309.38,34.36,,,45.15,178.31,34.32,335.3,405.55,,,,111.87,,,253.63,,,1446.09,,,67.99,135.52,,,673512.36,402836.04,,39.92,240.09,64.04,108.77,93.26,387.15,,,46.11,62.6,51.19,32.49,26.11,23.18,,,,,109.46,1504.38,30.71,,,,130.24,23.25,,,,,,,,,,126.92,136.14,,19.2,31.04,18.7,17.54,,,,,,,,,36.43,,,65.65,135.92,,51.21,,278.24,53.75,,,,167.87,12.39,,317.32,1.18,,412.4,265.25,,20706.47,,286.48,,,40.69,,40.51,636.83,,,,,93.1,53.58
2015-06-08,,,,,339.84,33.21,30.86,32.24,35.11,,,,,,,61.84,548.43,17.03,110.9,377.59,269.71,21.37,,309.08,34.39,,,42.66,178.8,34.6,335.72,405.89,,,,112.03,,,254.83,,,1447.41,,,67.74,135.33,,,673971.86,402976.13,,38.32,240.44,63.93,108.98,93.3,386.56,,,46.07,62.4,52.18,32.51,26.17,23.2,,,,,94.18,1504.38,30.71,,,,130.31,23.25,,,,,,,,,,119.78,136.17,,19.21,31.04,18.7,17.56,,,,,,,,,36.32,,,65.42,135.91,,51.01,,277.7,53.96,,,,167.96,12.42,,317.23,1.19,,410.94,265.1,,20690.28,,286.48,,,40.71,,40.51,638.05,,,,,92.92,52.85
2015-06-15,,,,,339.71,33.33,30.9,32.36,35.22,,,,,,,61.87,548.84,17.03,110.9,377.98,269.85,21.37,,309.31,34.42,,,38.56,179.52,35.04,336.42,406.2,,,,112.33,,,255.51,,,1452.56,,,67.53,135.26,,,674142.07,402886.29,,37.02,241.04,64.0,109.12,93.11,386.19,,,46.03,62.47,53.1,32.45,26.22,23.2,,,,,84.06,1504.38,30.71,,,,130.49,23.25,,,,,,,,,,114.14,136.03,,19.21,31.04,18.7,17.56,,,,,,,,,36.23,,,65.16,135.77,,50.75,,277.3,54.17,,,,167.89,12.43,,316.87,1.19,,409.44,265.15,,20685.64,,286.48,,,40.79,,40.55,638.66,,,,,93.03,52.15
2015-06-22,,,,,339.54,33.44,30.91,32.48,35.32,,,,,,,61.93,548.43,17.03,110.9,378.19,269.91,21.37,,309.34,34.47,,,33.77,179.96,35.54,336.39,406.35,,,,112.64,,,256.75,,,1457.34,,,67.29,135.02,,,675079.27,403116.14,,36.3,241.58,63.99,109.41,93.11,385.74,,,45.96,62.46,54.62,32.38,26.32,23.24,,,,,74.7,1504.38,30.71,,,,130.8,23.35,,,,,,,,,,105.13,136.61,,19.24,31.04,18.7,17.6,,,,,,,,,36.04,,,64.87,135.64,,50.6,,277.42,54.62,,,,168.16,12.42,,317.1,1.19,,407.35,265.11,,20672.29,,286.48,,,40.85,,40.6,639.91,,,,,93.07,51.55
2015-06-29,,,,,339.85,33.58,30.96,32.62,35.48,,,,,,,62.06,548.56,17.03,110.9,378.28,270.0,21.37,,309.47,34.5,,,30.88,180.6,35.93,336.97,406.26,,,,112.7,,,257.84,,,1459.2,,,67.21,134.63,,,673821.74,403169.52,,36.22,241.92,64.02,109.52,92.99,385.58,,,45.98,62.48,56.63,32.39,26.37,23.31,,,,,66.93,1504.76,30.71,,,,130.87,23.35,,,,,,,,,,96.65,136.39,,19.24,31.04,18.7,17.6,,,,,,,,,35.97,,,64.65,135.66,,50.45,,278.36,54.86,,,,168.32,12.38,,317.49,1.19,,406.42,265.22,,20688.27,,286.48,,,40.87,,40.6,640.31,,,,,93.07,50.9
